InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,tone_b,IsVowel,Phoneme Length
2443,roma1327,ron,Romanian,Romanian (Standard),0062,b,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0062+02B2,bʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0064+02B2,dʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0064+0320+0292,d̠ʒ,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
2443,roma1327,ron,Romanian,Romanian (Standard),0064+0320+0292+02B2,d̠ʒʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
2443,roma1327,ron,Romanian,Romanian (Standard),0064+032A,d̪,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0066,f,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0066+02B2,fʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0068,h,,False,consonant,ea,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),006B,k,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),006B+02B2,kʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),006C,l,,False,consonant,ea,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),006C+02B2,lʲ,,False,consonant,ea,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),006D,m,,False,consonant,ea,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),006D+02B2,mʲ,,False,consonant,ea,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),006E+02B2,nʲ,,False,consonant,ea,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),006E+032A,n̪,,False,consonant,ea,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0070,p,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0070+02B2,pʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0073+02B2,sʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0073+032A,s̪,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0074+0073+02B2,tsʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2443,roma1327,ron,Romanian,Romanian (Standard),0074+02B2,tʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0074+0320+0283,t̠ʃ,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
2443,roma1327,ron,Romanian,Romanian (Standard),0074+0320+0283+02B2,t̠ʃʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
2443,roma1327,ron,Romanian,Romanian (Standard),0074+032A,t̪,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0074+032A+0073+032A,t̪s̪,,False,consonant,ea,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
2443,roma1327,ron,Romanian,Romanian (Standard),0076,v,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0076+02B2,vʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),007A+02B2,zʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),007A+032A,z̪,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),00E7,ç,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0261,ɡ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0261+02B2,ɡʲ,,False,consonant,ea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),027E+02B2,ɾʲ,,False,consonant,ea,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),027E+032A,ɾ̪,,False,consonant,ea,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0283,ʃ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0283+02B2,ʃʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0292,ʒ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2443,roma1327,ron,Romanian,Romanian (Standard),0292+02B2,ʒʲ,,False,consonant,ea,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2443,roma1327,ron,Romanian,Romanian (Standard),0061+0308,ä,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2443,roma1327,ron,Romanian,Romanian (Standard),0065+031E,e̞,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2443,roma1327,ron,Romanian,Romanian (Standard),0065+032F+0061+0308,e̯ä,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,4
2443,roma1327,ron,Romanian,Romanian (Standard),0069,i,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2443,roma1327,ron,Romanian,Romanian (Standard),0069+032F,i̯,,False,vowel,ea,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2443,roma1327,ron,Romanian,Romanian (Standard),006F+031E,o̞,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2443,roma1327,ron,Romanian,Romanian (Standard),006F+032F+0061+0308,o̯ä,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,4
2443,roma1327,ron,Romanian,Romanian (Standard),0075,u,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2443,roma1327,ron,Romanian,Romanian (Standard),0075+032F,u̯,,False,vowel,ea,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,2
2443,roma1327,ron,Romanian,Romanian (Standard),0259,ə,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
2443,roma1327,ron,Romanian,Romanian (Standard),0268,ɨ,,False,vowel,ea,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1
